date,county,state,confirmed cases,deaths,new cases per day,new deaths per day
2020-03-28,Schuyler,New York,1,0,0,0
2020-03-29,Schuyler,New York,1,0,0,0
2020-03-30,Schuyler,New York,2,0,1,0
2020-03-31,Schuyler,New York,2,0,0,0
2020-04-01,Schuyler,New York,2,0,0,0
2020-04-02,Schuyler,New York,3,0,1,0
2020-04-03,Schuyler,New York,3,0,0,0
