date,county,state,confirmed cases,deaths,new cases per day,new deaths per day
2020-03-27,Northumberland,Pennsylvania,1,0,0,0
2020-03-28,Northumberland,Pennsylvania,1,0,0,0
2020-03-29,Northumberland,Pennsylvania,1,0,0,0
2020-03-30,Northumberland,Pennsylvania,1,0,0,0
2020-03-31,Northumberland,Pennsylvania,1,0,0,0
2020-04-01,Northumberland,Pennsylvania,6,0,5,0
2020-04-02,Northumberland,Pennsylvania,8,0,2,0
2020-04-03,Northumberland,Pennsylvania,8,0,0,0
