1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,11,11,11
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,11,11,11
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,11,11,11,11
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,2,2,2,2,2,7,7,0,0,0,0,0,0,0,0,11,11,11
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,10,0,0,0,0,0,0,0,4,4,11,11
1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,0,0,10,0,0,0,4,4,4,4
0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,4,4,4,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,7,7,7,0,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,4,4,4,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,4,4,4,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,4,4,4,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,29,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,7,10,10,10,10,10,10,10,29,29,4,4,4
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,11,0,11,0,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,2,29,29,29,4,4
